x	$\phi$	X Velocity
220.375	1.00000003964679	0
220.625	1.00000003750253	0
220.875	1.00000003547117	0
221.125	1.00000003354694	0
221.375	1.00000003172438	0
221.625	1.00000002999827	0
221.875	1.00000002836367	0
222.125	1.00000002681587	0
222.375	1.0000000253504	0
222.625	1.00000002396301	0
222.875	1.00000002264966	0
223.125	1.00000002140651	0
223.375	1.00000002022993	0
223.625	1.00000001911645	0
223.875	1.00000001806278	0
224.125	1.00000001706581	0
224.375	1.00000001612256	0
224.625	1.00000001523023	0
224.875	1.00000001438615	0
225.125	1.00000001358778	0
225.375	1.00000001283271	0
225.625	1.00000001211866	0
225.875	1.00000001144346	0
226.125	1.00000001080505	0
226.375	1.00000001020148	0
226.625	1.00000000963091	0
226.875	1.00000000909156	0
227.125	1.00000000858178	0
227.375	1.00000000809998	0
227.625	1.00000000764467	0
227.875	1.00000000721442	0
228.125	1.0000000068079	0
228.375	1.00000000642383	0
228.625	1.00000000606099	0
228.875	1.00000000571823	0
229.125	1.00000000539448	0
229.375	1.00000000508871	0
229.625	1.00000000479993	0
229.875	1.00000000452724	0
230.125	1.00000000426974	0
230.375	1.00000000402663	0
230.625	1.0000000037971	0
230.875	1.00000000358043	0
231.125	1.00000000337591	0
231.375	1.00000000318287	0
231.625	1.00000000300068	0
231.875	1.00000000282875	0
232.125	1.0000000026665	0
232.375	1.00000000251342	0
232.625	1.00000000236898	0
232.875	1.00000000223272	0
233.125	1.00000000210417	0
233.375	1.00000000198291	0
233.625	1.00000000186853	0
233.875	1.00000000176066	0
234.125	1.00000000165893	0
234.375	1.00000000156299	0
234.625	1.00000000147253	0
234.875	1.00000000138722	0
235.125	1.0000000013068	0
235.375	1.00000000123096	0
235.625	1.00000000115947	0
235.875	1.00000000109207	0
236.125	1.00000000102853	0
236.375	1.00000000096864	0
236.625	1.00000000091219	0
236.875	1.00000000085898	0
237.125	1.00000000080883	0
237.375	1.00000000076157	0
237.625	1.00000000071703	0
237.875	1.00000000067507	0
238.125	1.00000000063552	0
238.375	1.00000000059826	0
238.625	1.00000000056314	0
238.875	1.00000000053006	0
239.125	1.00000000049888	0
239.375	1.00000000046951	0
239.625	1.00000000044183	0
239.875	1.00000000041574	0
240.125	1.00000000039116	0
240.375	1.00000000036799	0
240.625	1.00000000034614	0
240.875	1.00000000032555	0
241.125	1.00000000030612	0
241.375	1.00000000028779	0
241.625	1.0000000002705	0
241.875	1.00000000025419	0
242.125	1.00000000023879	0
242.375	1.00000000022425	0
242.625	1.00000000021052	0
242.875	1.00000000019755	0
243.125	1.00000000018529	0
243.375	1.0000000001737	0
243.625	1.00000000016273	0
243.875	1.00000000015235	0
244.125	1.00000000014252	0
244.375	1.0000000001332	0
244.625	1.00000000012435	0
244.875	1.00000000011595	0
245.125	1.00000000010797	0
245.375	1.00000000010036	0
245.625	1.00000000009311	0
245.875	1.00000000008618	0
246.125	1.00000000007955	0
246.375	1.00000000007319	0
246.625	1.00000000006709	0
246.875	1.00000000006121	0
247.125	1.00000000005555	0
247.375	1.00000000005008	0
247.625	1.00000000004478	0
247.875	1.00000000003964	0
248.125	1.00000000003463	0
248.375	1.00000000002974	0
248.625	1.00000000002495	0
248.875	1.00000000002026	0
249.125	1.00000000001564	0
249.375	1.0000000000111	0
249.625	1.00000000000661	0
249.875	1.00000000000219	0
